Hhid,InstoreVisits,InstoreSpend,InstoreQuantity,OnlineVisits,OnlineSpend,OnlineQuantity,TotalVisits,TotalSpend,TotalQuantity
353521,57,2797.65,559,10,1081.74,652,67,3879.39,1211
353901,51,1199.96,367,0,0,0,51,1199.96,367
356541,39,1109.41,624,0,0,0,39,1109.41,624
356881,47,1730.26,950,0,0,0,47,1730.26,950
357091,3,57.85,42,0,0,0,3,57.85,42
357851,61,3216.78,1605,0,0,0,61,3216.78,1605
358971,19,248.35,117,0,0,0,19,248.35,117
359941,121,2680.91,1643,3,237.54,174,124,2918.45,1817
360011,30,1628.9,887,2,196.09,126,32,1824.99,1013
360691,75,714.08,454,0,0,0,75,714.08,454
360731,41,928.11,73,0,0,0,41,928.11,73
362251,41,1795.78,1078,5,454.26,352,46,2250.04,1430
363371,12,220.76,99,0,0,0,12,220.76,99
364151,14,754.69,325,0,0,0,14,754.69,325
364491,23,859.39,490,0,0,0,23,859.39,490
365121,9,59.67,32,0,0,0,9,59.67,32
365311,31,799.12,266,0,0,0,31,799.12,266
365501,14,397.86,122,3,981.77,459,17,1379.63,581
365991,74,3655.87,1631,0,0,0,74,3655.87,1631
366391,1,51.61,34,0,0,0,1,51.61,34
366431,11,477.59,291,0,0,0,11,477.59,291
367401,81,2862.53,1386,0,0,0,81,2862.53,1386
368481,1,12.14,9,0,0,0,1,12.14,9
369641,7,201.65,67,0,0,0,7,201.65,67
370051,2,37.55,34,0,0,0,2,37.55,34
370241,4,27.54,13,0,0,0,4,27.54,13
370391,11,45.74,24,0,0,0,11,45.74,24
370771,51,2585.19,1564,0,0,0,51,2585.19,1564
371401,15,266.88,41,0,0,0,15,266.88,41
372291,8,248.68,137,0,0,0,8,248.68,137
372481,14,126.31,106,0,0,0,14,126.31,106
372901,28,386.75,341,0,0,0,28,386.75,341
373071,1,14.4,12,0,0,0,1,14.4,12
373831,5,295.63,159,0,0,0,5,295.63,159
374381,50,3800.97,1989,0,0,0,50,3800.97,1989
374611,10,216.97,98,0,0,0,10,216.97,98
374761,40,1097.23,724,0,0,0,40,1097.23,724
374801,39,1090.02,327,0,0,0,39,1090.02,327
376091,5,105.24,38,0,0,0,5,105.24,38
377781,30,1277.25,851,0,0,0,30,1277.25,851
377821,28,1724.29,915,0,0,0,28,1724.29,915
379151,1,40.87,32,0,0,0,1,40.87,32
379341,45,2396.78,1334,0,0,0,45,2396.78,1334
379721,12,573.23,428,0,0,0,12,573.23,428
379911,48,2065.49,1172,0,0,0,48,2065.49,1172
380851,4,9.35,7,0,0,0,4,9.35,7
381781,20,759.4,511,0,0,0,20,759.4,511
382031,11,395.51,101,0,0,0,11,395.51,101
383871,31,1717.57,1167,2,271.27,181,33,1988.84,1348
385391,28,637.37,144,0,0,0,28,637.37,144
386021,34,633.26,471,0,0,0,34,633.26,471
388111,7,140.34,60,0,0,0,7,140.34,60
388791,11,518.54,52,0,0,0,11,518.54,52
389951,4,12.29,11,0,0,0,4,12.29,11
390741,3,16.96,9,0,0,0,3,16.96,9
391291,7,262.15,163,0,0,0,7,262.15,163
391331,25,1096.02,923,0,0,0,25,1096.02,923
391481,8,325.7,39,0,0,0,8,325.7,39
391861,66,1131.94,578,0,0,0,66,1131.94,578
392071,26,492,326,0,0,0,26,492,326
392111,41,579.96,335,0,0,0,41,579.96,335
392261,65,3323.46,1912,0,0,0,65,3323.46,1912
392301,23,905.52,307,0,0,0,23,905.52,307
396821,159,2609.2,1561,0,0,0,159,2609.2,1561
397411,98,791.27,663,0,0,0,98,791.27,663
397561,14,537.29,212,0,0,0,14,537.29,212
397751,131,2763.9,1534,0,0,0,131,2763.9,1534
399311,26,732.84,823,0,0,0,26,732.84,823
400921,52,1259.26,1101,0,0,0,52,1259.26,1101
401321,31,740.11,334,0,0,0,31,740.11,334
403371,43,953.03,358,0,0,0,43,953.03,358
403411,66,1457.38,812,0,0,0,66,1457.38,812
403561,133,4858.65,2304,0,0,0,133,4858.65,2304
406051,5,338.18,199,0,0,0,5,338.18,199
407551,68,962.85,613,0,0,0,68,962.85,613
407891,13,169.54,83,0,0,0,13,169.54,83
408481,25,524.48,362,0,0,0,25,524.48,362
408671,38,548.61,125,0,0,0,38,548.61,125
408901,18,106.31,106,0,0,0,18,106.31,106
409791,15,126.3,44,0,0,0,15,126.3,44
412521,11,76.55,49,0,0,0,11,76.55,49
413071,32,958.9,385,0,0,0,32,958.9,385
416281,54,206.64,204,0,0,0,54,206.64,204
416511,36,1406.48,662,0,0,0,36,1406.48,662
416701,50,1322.31,1000,0,0,0,50,1322.31,1000
417591,12,116.09,79,0,0,0,12,116.09,79
418181,17,138.26,100,0,0,0,17,138.26,100
418221,11,672.27,442,0,0,0,11,672.27,442
418561,21,390.32,233,0,0,0,21,390.32,233
420091,25,916.83,400,0,0,0,25,916.83,400
420321,12,523.11,374,0,0,0,12,523.11,374
420511,34,3364.96,1834,1,98.2,70,35,3463.16,1904
421441,33,1254.69,675,0,0,0,33,1254.69,675
421591,5,272.7,135,0,0,0,5,272.7,135
421821,3,53.44,42,14,1498.21,540,17,1551.65,582
422031,9,98.17,27,0,0,0,9,98.17,27
422601,26,2896.6,2087,0,0,0,26,2896.6,2087
424081,158,1977.36,1427,0,0,0,158,1977.36,1427
424461,10,271.26,112,0,0,0,10,271.26,112
425241,80,4116.62,1528,0,0,0,80,4116.62,1528
425811,86,1945.32,838,0,0,0,86,1945.32,838
426401,101,2526.05,871,0,0,0,101,2526.05,871
428111,63,2583.85,2014,0,0,0,63,2583.85,2014
428451,58,773.77,590,0,0,0,58,773.77,590
429801,60,4271.5,2926,0,0,0,60,4271.5,2926
430211,42,613.51,308,0,0,0,42,613.51,308
430931,12,544.1,110,0,0,0,12,544.1,110
431711,55,1530.41,345,0,0,0,55,1530.41,345
432111,36,869.18,378,0,0,0,36,869.18,378
432301,76,4226.2,2706,0,0,0,76,4226.2,2706
432831,51,1654.34,941,0,0,0,51,1654.34,941
433381,12,266.46,167,0,0,0,12,266.46,167
433611,9,65.08,43,0,0,0,9,65.08,43
433801,4,99.3,11,0,0,0,4,99.3,11
436061,11,546.24,364,0,0,0,11,546.24,364
436101,5,89.55,23,0,0,0,5,89.55,23
436631,85,1636.1,1449,0,0,0,85,1636.1,1449
436971,27,854.38,639,0,0,0,27,854.38,639
437221,1,0.79,4,0,0,0,1,0.79,4
437601,15,368.81,204,0,0,0,15,368.81,204
438001,6,217.34,8,0,0,0,6,217.34,8
438341,2,116.92,77,0,0,0,2,116.92,77
438721,71,1513.21,1166,0,0,0,71,1513.21,1166
439311,36,880.3,372,0,0,0,36,880.3,372
439461,3,90,4,0,0,0,3,90,4
440441,42,859.93,469,0,0,0,42,859.93,469
441371,14,546.25,230,0,0,0,14,546.25,230
441751,1,1.14,6,0,0,0,1,1.14,6
443081,26,1532.67,902,0,0,0,26,1532.67,902
443271,58,1984.71,1016,0,0,0,58,1984.71,1016
443651,30,1873.36,853,0,0,0,30,1873.36,853
444581,10,186.3,25,0,0,0,10,186.3,25
444961,4,35.09,16,0,0,0,4,35.09,16
445211,7,164.85,54,0,0,0,7,164.85,54
445891,40,225.7,343,0,0,0,40,225.7,343
447301,50,2790.24,1334,0,0,0,50,2790.24,1334
447981,82,787.58,538,0,0,0,82,787.58,538
449691,95,995.51,807,0,0,0,95,995.51,807
450521,8,56.79,35,0,0,0,8,56.79,35
451641,22,141.03,107,0,0,0,22,141.03,107
452231,53,1751.35,1137,0,0,0,53,1751.35,1137
452611,14,755.6,586,0,0,0,14,755.6,586
452951,69,1435.34,1237,0,0,0,69,1435.34,1237
453161,6,205.8,51,0,0,0,6,205.8,51
453881,90,1148.49,806,0,0,0,90,1148.49,806
454131,3,27.24,18,0,0,0,3,27.24,18
454701,19,515.92,179,0,0,0,19,515.92,179
454851,24,811.16,511,0,0,0,24,811.16,511
455061,5,44.52,33,0,0,0,5,44.52,33
457151,11,291.13,180,0,0,0,11,291.13,180
459621,40,1570.13,470,0,0,0,40,1570.13,470
460031,86,3401.79,1853,0,0,0,86,3401.79,1853
460371,13,2573.97,1068,0,0,0,13,2573.97,1068
460411,26,387.75,241,0,0,0,26,387.75,241
460601,69,2654.25,559,0,0,0,69,2654.25,559
461491,104,508.27,496,0,0,0,104,508.27,496
461871,100,2096.6,1196,0,0,0,100,2096.6,1196
462121,36,2612.47,1657,0,0,0,36,2612.47,1657
462841,118,6325.88,3063,0,0,0,118,6325.88,3063
462991,16,868.83,766,0,0,0,16,868.83,766
463431,32,651.81,461,0,0,0,32,651.81,461
465521,13,425.3,269,0,0,0,13,425.3,269
466641,112,2968.88,1565,0,0,0,112,2968.88,1565
466981,26,443.92,356,0,0,0,26,443.92,356
467231,19,1651.04,1019,0,0,0,19,1651.04,1019
468161,81,412.09,357,0,0,0,81,412.09,357
468921,108,3667.42,2144,2,162.56,137,110,3829.98,2281
469131,6,68.83,24,0,0,0,6,68.83,24
469281,8,21.44,20,0,0,0,8,21.44,20
470981,36,1253.66,488,0,0,0,36,1253.66,488
471041,32,501.89,730,0,0,0,32,501.89,730
471381,133,1670,929,0,0,0,133,1670,929
471571,76,463.92,361,0,0,0,76,463.92,361
472201,6,59.38,33,0,0,0,6,59.38,33
472921,20,480.14,97,0,0,0,20,480.14,97
473091,1,4.41,3,0,0,0,1,4.41,3
473281,66,1209,1258,0,0,0,66,1209,1258
473701,2,1.5,4,0,0,0,2,1.5,4
475181,5,658.98,295,1,142.12,69,6,801.1,364
476531,12,477.42,398,0,0,0,12,477.42,398
477081,3,70.39,19,0,0,0,3,70.39,19
477311,39,1034.2,755,0,0,0,39,1034.2,755
477841,52,1270.33,955,1,48.56,46,53,1318.89,1001
478811,28,608.24,367,0,0,0,28,608.24,367
479021,38,958.88,867,0,0,0,38,958.88,867
479211,22,256.05,296,0,0,0,22,256.05,296
479401,92,940.37,699,0,0,0,92,940.37,699
479891,118,4107.11,2233,0,0,0,118,4107.11,2233
480001,34,1715.36,623,4,382.6,276,38,2097.96,899
480911,18,628.79,325,0,0,0,18,628.79,325
481271,49,1618.71,752,0,0,0,49,1618.71,752
481841,23,386.56,243,0,0,0,23,386.56,243
482241,37,642.98,259,0,0,0,37,642.98,259
483211,70,2825.48,1731,0,0,0,70,2825.48,1731
483361,31,1107.53,462,0,0,0,31,1107.53,462
483741,30,968.01,545,0,0,0,30,968.01,545
484331,4,227.2,5,0,0,0,4,227.2,5
485071,84,1908.7,768,0,0,0,84,1908.7,768
485111,3,13.96,4,0,0,0,3,13.96,4
485301,1,22.48,3,0,0,0,1,22.48,3
485451,90,900.76,822,0,0,0,90,900.76,822
485791,34,2372.67,1222,0,0,0,34,2372.67,1222
485981,21,379.31,320,0,0,0,21,379.31,320
487011,47,738.49,479,0,0,0,47,738.49,479
487351,32,198.97,110,0,0,0,32,198.97,110
488321,72,2386.59,1611,0,0,0,72,2386.59,1611
488471,40,914.73,516,0,0,0,40,914.73,516
488511,14,194.58,94,0,0,0,14,194.58,94
488701,75,4140.78,2574,1,108.54,80,76,4249.32,2654
489101,13,97.17,72,0,0,0,13,97.17,72
489821,4,140.1,110,0,0,0,4,140.1,110
490421,40,829.32,592,0,0,0,40,829.32,592
491011,6,78.8,23,0,0,0,6,78.8,23
491201,88,3343.9,1532,0,0,0,88,3343.9,1532
492851,14,125.27,81,0,0,0,14,125.27,81
493631,7,311.77,240,0,0,0,7,311.77,240
494411,39,1813.52,976,10,614.42,392,49,2427.94,1368
494561,4,138.35,129,0,0,0,4,138.35,129
494601,13,377.73,170,0,0,0,13,377.73,170
494941,10,187.37,64,0,0,0,10,187.37,64
495001,5,81.38,47,0,0,0,5,81.38,47
495341,13,329.67,190,0,0,0,13,329.67,190
495871,3,54.53,49,0,0,0,3,54.53,49
496121,18,1640.97,973,0,0,0,18,1640.97,973
496461,47,648.28,617,0,0,0,47,648.28,617
498021,29,331.34,165,0,0,0,29,331.34,165
498171,10,330.48,91,0,0,0,10,330.48,91
498211,43,1376.93,506,0,0,0,43,1376.93,506
499291,29,906.8,264,0,0,0,29,906.8,264
500221,22,600.25,94,0,0,0,22,600.25,94
501911,45,582.33,640,0,0,0,45,582.33,640
502651,13,608.54,386,0,0,0,13,608.54,386
505671,10,179.86,120,0,0,0,10,179.86,120
506111,10,171.86,15,0,0,0,10,171.86,15
507231,7,150.23,81,0,0,0,7,150.23,81
507761,6,53.46,42,0,0,0,6,53.46,42
508201,2,8.08,12,0,0,0,2,8.08,12
509321,21,291.48,268,0,0,0,21,291.48,268
510981,30,936.22,377,0,0,0,30,936.22,377
511041,32,1594.57,957,0,0,0,32,1594.57,957
511571,23,2484.57,1749,1,56.8,40,24,2541.37,1789
512011,75,1845.58,1524,0,0,0,75,1845.58,1524
512161,36,338.2,194,0,0,0,36,338.2,194
512691,12,219.71,129,0,0,0,12,219.71,129
513281,55,909.19,336,0,0,0,55,909.19,336
513661,17,166.94,193,0,0,0,17,166.94,193
513701,115,2777.01,1040,0,0,0,115,2777.01,1040
514441,54,1772.61,756,0,0,0,54,1772.61,756
515411,41,1123.52,771,0,0,0,41,1123.52,771
517081,7,198.47,39,0,0,0,7,198.47,39
517271,0,0,0,8,1058.87,658,8,1058.87,658
521121,18,660.2,441,0,0,0,18,660.2,441
522811,19,422.56,291,1,63.55,43,20,486.11,334
524861,3,103.74,30,0,0,0,3,103.74,30
525111,15,514.33,18,26,2815.88,1571,41,3330.21,1589
525641,130,2813.49,1474,11,1110.3,735,141,3923.79,2209
525791,65,2139.91,819,0,0,0,65,2139.91,819
525981,3,92.52,67,0,0,0,3,92.52,67
526951,179,1377.79,1304,0,0,0,179,1377.79,1304
527351,32,1587.84,1342,0,0,0,32,1587.84,1342
527691,33,730.17,428,0,0,0,33,730.17,428
527731,2,80.5,2,0,0,0,2,80.5,2
528091,94,3503.87,2016,0,0,0,94,3503.87,2016
528511,3,15.38,22,0,0,0,3,15.38,22
528661,6,71.47,41,0,0,0,6,71.47,41
529631,9,128.78,36,0,0,0,9,128.78,36
529821,48,3751.15,1950,0,0,0,48,3751.15,1950
529971,21,1180.27,873,0,0,0,21,1180.27,873
530041,62,1969.92,725,0,0,0,62,1969.92,725
530571,3,63.62,28,0,0,0,3,63.62,28
530951,25,1061.78,778,0,0,0,25,1061.78,778
531161,47,719.09,477,0,0,0,47,719.09,477
531921,26,974.78,793,0,0,0,26,974.78,793
532131,7,109.98,37,0,0,0,7,109.98,37
532471,165,2917.11,1430,0,0,0,165,2917.11,1430
532701,14,184.28,112,0,0,0,14,184.28,112
534181,3,60.41,12,0,0,0,3,60.41,12
535681,14,539.78,408,0,0,0,14,539.78,408
536271,29,1097.93,368,0,0,0,29,1097.93,368
536501,28,1778.28,688,0,0,0,28,1778.28,688
537051,14,310.86,138,0,0,0,14,310.86,138
537961,2,8.18,3,0,0,0,2,8.18,3
539331,12,222.74,122,0,0,0,12,222.74,122
540081,27,642.1,89,0,0,0,27,642.1,89
540121,47,1879.74,640,0,0,0,47,1879.74,640
540461,57,3244.57,2071,0,0,0,57,3244.57,2071
540991,54,2154.82,1061,0,0,0,54,2154.82,1061
541051,2,101.72,17,0,0,0,2,101.72,17
543671,30,748.08,309,0,0,0,30,748.08,309
543901,2,38.16,5,0,0,0,2,38.16,5
545231,1,49.73,30,0,0,0,1,49.73,30
546161,20,728.5,350,0,0,0,20,728.5,350
548061,26,1286.44,916,0,0,0,26,1286.44,916
548631,48,1240.36,1046,0,0,0,48,1240.36,1046
549601,72,421.41,413,0,0,0,72,421.41,413
549751,44,1642.62,1099,0,0,0,44,1642.62,1099
550011,29,1515.96,756,0,0,0,29,1515.96,756
550921,12,339.72,37,0,0,0,12,339.72,37
551091,31,138.42,140,0,0,0,31,138.42,140
551281,16,206.44,105,0,0,0,16,206.44,105
551471,22,2344.92,739,0,0,0,22,2344.92,739
551511,33,1758,1091,0,0,0,33,1758,1091
552631,11,191.55,72,0,0,0,11,191.55,72
552821,9,184.47,159,0,0,0,9,184.47,159
553181,14,156.05,86,0,0,0,14,156.05,86
553561,41,1069.46,327,0,0,0,41,1069.46,327
555311,36,583.78,364,0,0,0,36,583.78,364
555841,51,2531.92,1807,0,0,0,51,2531.92,1807
556771,4,48.91,46,0,0,0,4,48.91,46
557891,132,3096.96,1705,0,0,0,132,3096.96,1705
559111,1,54.46,35,0,0,0,1,54.46,35
560241,18,488.73,307,0,0,0,18,488.73,307
560581,55,1221.11,629,0,0,0,55,1221.11,629
562861,40,1226.54,947,0,0,0,40,1226.54,947
562901,18,88.02,111,0,0,0,18,88.02,111
565691,5,39.69,25,0,0,0,5,39.69,25
566471,13,218.87,177,0,0,0,13,218.87,177
567631,122,2251.54,1324,0,0,0,122,2251.54,1324
568031,15,229.86,148,0,0,0,15,229.86,148
568181,0,0,0,1,111.5,43,1,111.5,43
568751,10,498.21,266,0,0,0,10,498.21,266
569491,9,460.88,202,0,0,0,9,460.88,202
570471,44,1201.63,842,0,0,0,44,1201.63,842
571061,46,1561.4,1233,0,0,0,46,1561.4,1233
571101,37,440.34,266,0,0,0,37,440.34,266
571631,24,863.14,342,0,0,0,24,863.14,342
571821,35,337.33,164,0,0,0,35,337.33,164
572371,20,632.37,230,0,0,0,20,632.37,230
574991,48,2324.82,1624,0,0,0,48,2324.82,1624
575431,58,1410.55,783,0,0,0,58,1410.55,783
576741,11,113.48,81,0,0,0,11,113.48,81
577711,52,841.01,416,0,0,0,52,841.01,416
577861,35,260.02,183,0,0,0,35,260.02,183
578641,86,1010.65,659,10,1337.87,680,96,2348.52,1339
579231,31,1274.6,631,0,0,0,31,1274.6,631
580741,41,2131.68,1438,0,0,0,41,2131.68,1438
582111,73,2518.27,1375,0,0,0,73,2518.27,1375
582641,64,1912.53,1114,0,0,0,64,1912.53,1114
584011,15,68.52,56,0,0,0,15,68.52,56
584201,40,2040.61,1298,0,0,0,40,2040.61,1298
584351,1,62.86,2,0,0,0,1,62.86,2
584731,16,328.59,388,0,0,0,16,328.59,388
585281,1,2,2,0,0,0,1,2,2
585701,33,1322.1,616,0,0,0,33,1322.1,616
585851,0,0,0,1,175.91,97,1,175.91,97
586591,67,2862.39,1659,0,0,0,67,2862.39,1659
587221,18,243.77,146,0,0,0,18,243.77,146
589121,15,229.71,172,0,0,0,15,229.71,172
589311,61,760.78,496,0,0,0,61,760.78,496
590971,6,319.21,140,0,0,0,6,319.21,140
592871,40,681.76,371,0,0,0,40,681.76,371
593081,48,1294.57,830,0,0,0,48,1294.57,830
593841,39,455.34,507,0,0,0,39,455.34,507
594051,27,1700.33,777,0,0,0,27,1700.33,777
594241,11,212.74,19,0,0,0,11,212.74,19
594431,68,1504.78,369,0,0,0,68,1504.78,369
594961,3,287.47,143,0,0,0,3,287.47,143
595361,15,858.57,600,7,1582.2,972,22,2440.77,1572
596861,34,1096.34,972,5,622.21,676,39,1718.55,1648
597831,5,274.08,89,0,0,0,5,274.08,89
598951,2,38.51,18,0,0,0,2,38.51,18
599161,9,328.37,150,0,0,0,9,328.37,150
599201,83,1069.07,606,0,0,0,83,1069.07,606
599881,14,485.78,90,0,0,0,14,485.78,90
599921,10,703.34,476,0,0,0,10,703.34,476
600051,9,189.19,42,0,0,0,9,189.19,42
600811,13,598.44,374,0,0,0,13,598.44,374
600961,43,2340.83,1033,0,0,0,43,2340.83,1033
601211,9,183.3,92,0,0,0,9,183.3,92
601401,8,417.59,160,0,0,0,8,417.59,160
602671,12,461.78,167,0,0,0,12,461.78,167
603071,21,324.18,195,0,0,0,21,324.18,195
603451,20,705.15,486,0,0,0,20,705.15,486
604381,53,1675.6,1142,0,0,0,53,1675.6,1142
604421,31,195.7,138,0,0,0,31,195.7,138
605351,1,34,9,0,0,0,1,34,9
605691,3,20.3,5,0,0,0,3,20.3,5
605921,35,1637.72,731,5,635.23,361,40,2272.95,1092
607061,10,245.08,68,0,0,0,10,245.08,68
607251,42,286.69,149,0,0,0,42,286.69,149
609341,23,304.95,223,0,0,0,23,304.95,223
610661,36,1390.52,723,0,0,0,36,1390.52,723
612221,62,5289.97,2745,0,0,0,62,5289.97,2745
612601,49,380.97,273,0,0,0,49,380.97,273
612941,17,50.66,41,0,0,0,17,50.66,41
613681,11,331,226,0,0,0,11,331,226
615771,17,368.58,151,0,0,0,17,368.58,151
617291,2,100.01,2,0,0,0,2,100.01,2
617481,3,227.97,78,3,285.01,141,6,512.98,219
618071,11,347.79,186,0,0,0,11,347.79,186
618111,15,251.31,126,0,0,0,15,251.31,126
619191,111,1287.99,750,0,0,0,111,1287.99,750
620741,36,3863.69,1887,0,0,0,36,3863.69,1887
623421,103,1248.8,841,0,0,0,103,1248.8,841
626101,24,520.26,485,0,0,0,24,520.26,485
626821,11,181.97,46,0,0,0,11,181.97,46
626971,4,243.73,57,0,0,0,4,243.73,57
628871,38,1027.65,567,0,0,0,38,1027.65,567
629461,24,584.75,513,0,0,0,24,584.75,513
629991,20,445,20,0,0,0,20,445,20
630061,30,902.94,432,0,0,0,30,902.94,432
630101,94,1295.52,729,0,0,0,94,1295.52,729
630631,57,1076.15,909,0,0,0,57,1076.15,909
632911,45,2921.92,930,0,0,0,45,2921.92,930
633271,32,1306.21,465,0,0,0,32,1306.21,465
634241,6,131.97,63,0,0,0,6,131.97,63
634771,15,171.8,34,0,0,0,15,171.8,34
636521,38,658.7,142,0,0,0,38,658.7,142
636901,2,4.4,4,0,0,0,2,4.4,4
637111,6,192.83,104,0,0,0,6,192.83,104
637261,46,314.18,511,0,0,0,46,314.18,511
637301,3,231.19,122,0,0,0,3,231.19,122
637791,48,1071.08,521,0,0,0,48,1071.08,521
638761,23,590.42,156,0,0,0,23,590.42,156
639011,22,438.99,316,0,0,0,22,438.99,316
639541,82,4206.74,2213,0,0,0,82,4206.74,2213
639921,5,161.45,8,0,0,0,5,161.45,8
640331,47,1073.07,603,0,0,0,47,1073.07,603
640521,29,585.9,446,0,0,0,29,585.9,446
640711,2,30.93,14,0,0,0,2,30.93,14
640901,66,2279.54,1736,0,0,0,66,2279.54,1736
641071,63,1626.88,833,0,0,0,63,1626.88,833
641301,25,323.99,176,0,0,0,25,323.99,176
641981,27,1292.61,1095,0,0,0,27,1292.61,1095
642761,5,216.73,178,0,0,0,5,216.73,178
642951,14,305.79,172,0,0,0,14,305.79,172
643541,84,3340.53,1085,0,0,0,84,3340.53,1085
644131,86,1341.23,824,0,0,0,86,1341.23,824
644701,56,3110.66,1610,5,482.22,353,61,3592.88,1963
645971,7,556.97,12,0,0,0,7,556.97,12
646751,10,110.96,71,0,0,0,10,110.96,71
647871,62,2730.6,1289,0,0,0,62,2730.6,1289
648311,5,15.05,17,0,0,0,5,15.05,17
649051,31,956.18,143,0,0,0,31,956.18,143
649431,17,1119.75,581,0,0,0,17,1119.75,581
650371,10,133.08,17,0,0,0,10,133.08,17
651001,3,104.26,47,0,0,0,3,104.26,47
651341,21,195.65,118,0,0,0,21,195.65,118
652461,1,24.29,16,0,0,0,1,24.29,16
652651,58,1520.55,1114,0,0,0,58,1520.55,1114
653051,69,2975.46,829,10,1015.87,609,79,3991.33,1438
653241,42,2792.13,1197,0,0,0,42,2792.13,1197
653431,5,132.5,84,0,0,0,5,132.5,84
653961,99,1291.09,1209,0,0,0,99,1291.09,1209
654891,3,173.47,49,0,0,0,3,173.47,49
655861,7,145.89,59,0,0,0,7,145.89,59
656831,92,5025.96,2604,0,0,0,92,5025.96,2604
656981,1,37.18,6,0,0,0,1,37.18,6
658011,12,189.07,100,0,0,0,12,189.07,100
659281,109,2414.21,1769,0,0,0,109,2414.21,1769
659511,3,322.03,186,5,418.34,254,8,740.37,440
660071,52,1918.74,1306,0,0,0,52,1918.74,1306
661041,13,296.2,174,0,0,0,13,296.2,174
661381,51,2043.17,838,0,0,0,51,2043.17,838
661801,120,2273.28,897,0,0,0,120,2273.28,897
663091,54,1172.04,244,0,0,0,54,1172.04,244
663321,14,185.08,69,0,0,0,14,185.08,69
664061,113,1836.02,1300,0,0,0,113,1836.02,1300
664631,7,138.08,79,0,0,0,7,138.08,79
665031,13,134.18,107,0,0,0,13,134.18,107
666151,28,1491.79,871,0,0,0,28,1491.79,871
666531,36,751.64,321,2,257.15,209,38,1008.79,530
667081,19,1235.92,650,0,0,0,19,1235.92,650
667461,23,908.46,809,0,0,0,23,908.46,809
668051,77,3850.28,2038,0,0,0,77,3850.28,2038
668811,23,325.19,238,0,0,0,23,325.19,238
671651,35,415.86,392,0,0,0,35,415.86,392
673741,49,438.09,190,0,0,0,49,438.09,190
674331,13,391.34,115,0,0,0,13,391.34,115
674711,5,225.56,55,0,0,0,5,225.56,55
674901,11,86.66,68,0,0,0,11,86.66,68
675831,5,518.39,318,2,394.32,282,7,912.71,600
678851,80,2496.06,746,0,0,0,80,2496.06,746
679251,29,192.87,123,0,0,0,29,192.87,123
680761,9,150.28,29,0,0,0,9,150.28,29
681161,12,194.85,42,0,0,0,12,194.85,42
683061,50,1722.71,550,0,0,0,50,1722.71,550
683251,26,1674.31,853,0,0,0,26,1674.31,853
684221,18,208.51,49,1,40.82,27,19,249.33,76
684601,4,81.35,79,0,0,0,4,81.35,79
685531,40,739.04,591,0,0,0,40,739.04,591
685721,48,2322.68,1043,0,0,0,48,2322.68,1043
685911,64,232.69,175,0,0,0,64,232.69,175
687051,53,1557.8,726,1,130.47,44,54,1688.27,770
687241,33,540.12,77,0,0,0,33,540.12,77
687431,5,40.03,31,0,0,0,5,40.03,31
688361,59,2791.55,1977,0,0,0,59,2791.55,1977
688741,28,1407.84,829,0,0,0,28,1407.84,829
689141,41,1028.6,664,0,0,0,41,1028.6,664
689861,4,138.19,113,0,0,0,4,138.19,113
689901,3,49.03,24,0,0,0,3,49.03,24
690081,33,639.72,271,0,0,0,33,639.72,271
690651,133,2094.55,1094,0,0,0,133,2094.55,1094
691811,68,1165.97,564,0,0,0,68,1165.97,564
691961,18,114.47,101,0,0,0,18,114.47,101
692401,6,92.48,120,0,0,0,6,92.48,120
692741,82,1280.52,716,0,0,0,82,1280.52,716
692891,2,29.7,11,0,0,0,2,29.7,11
693291,80,2197.41,1023,0,0,0,80,2197.41,1023
694791,76,2458.94,1133,0,0,0,76,2458.94,1133
695611,22,541.71,161,0,0,0,22,541.71,161
695761,23,518.41,482,0,0,0,23,518.41,482
696691,11,94.57,64,0,0,0,11,94.57,64
696881,14,36.67,49,0,0,0,14,36.67,49
697281,2,50.08,2,0,0,0,2,50.08,2
698061,3,145,3,0,0,0,3,145,3
699371,35,1053.99,766,0,0,0,35,1053.99,766
700641,13,72.82,49,0,0,0,13,72.82,49
702201,29,319.02,224,0,0,0,29,319.02,224
702691,4,64.11,59,0,0,0,4,64.11,59
703091,31,977.05,654,0,0,0,31,977.05,654
703701,113,4466.32,1777,0,0,0,113,4466.32,1777
704101,5,162.03,99,0,0,0,5,162.03,99
704781,6,256.83,178,0,0,0,6,256.83,178
704821,7,179.08,69,0,0,0,7,179.08,69
705371,23,74.77,56,0,0,0,23,74.77,56
705941,14,453.78,212,0,0,0,14,453.78,212
706531,12,65.85,40,0,0,0,12,65.85,40
706911,131,2027.99,1180,4,458.11,323,135,2486.1,1503
707081,25,205.86,178,0,0,0,25,205.86,178
709021,15,759.97,309,1,76.38,29,16,836.35,338
709551,67,2788.75,1527,11,1602.91,1253,78,4391.66,2780
709741,61,737.01,676,0,0,0,61,737.01,676
710491,22,367.84,257,0,0,0,22,367.84,257
710531,125,1391.37,1107,0,0,0,125,1391.37,1107
711271,12,294.45,240,0,0,0,12,294.45,240
712051,10,263.52,107,0,0,0,10,263.52,107
713211,51,1781.32,1068,0,0,0,51,1781.32,1068
713401,19,167.49,159,0,0,0,19,167.49,159
714711,2,26.67,11,0,0,0,2,26.67,11
716381,58,299.97,346,0,0,0,58,299.97,346
716571,16,770.24,511,0,0,0,16,770.24,511
